Signature	Return Type	Function Type	Intermediate Type	Properties
max_by(UNKNOWN_TYPE,DOUBLE)	UNKNOWN_TYPE	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(UNKNOWN_TYPE,FLOAT)	UNKNOWN_TYPE	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(UNKNOWN_TYPE,HLL)	UNKNOWN_TYPE	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(UNKNOWN_TYPE,INT)	UNKNOWN_TYPE	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(UNKNOWN_TYPE,JSON)	UNKNOWN_TYPE	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(UNKNOWN_TYPE,LARGEINT)	UNKNOWN_TYPE	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(UNKNOWN_TYPE,PERCENTILE)	UNKNOWN_TYPE	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(UNKNOWN_TYPE,SMALLINT)	UNKNOWN_TYPE	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(UNKNOWN_TYPE,TIME)	UNKNOWN_TYPE	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(UNKNOWN_TYPE,TINYINT)	UNKNOWN_TYPE	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(UNKNOWN_TYPE,UNKNOWN_TYPE)	UNKNOWN_TYPE	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(UNKNOWN_TYPE,VARBINARY)	UNKNOWN_TYPE	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(UNKNOWN_TYPE,VARCHAR)	UNKNOWN_TYPE	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARBINARY,BIGINT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARBINARY,BITMAP)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARBINARY,BOOLEAN)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARBINARY,DATE)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARBINARY,DATETIME)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARBINARY,DECIMAL128)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARBINARY,DECIMAL256)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARBINARY,DECIMAL32)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARBINARY,DECIMAL64)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARBINARY,DECIMALV2)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARBINARY,DOUBLE)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARBINARY,FLOAT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARBINARY,HLL)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARBINARY,INT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARBINARY,JSON)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARBINARY,LARGEINT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARBINARY,PERCENTILE)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARBINARY,SMALLINT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARBINARY,TIME)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARBINARY,TINYINT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARBINARY,UNKNOWN_TYPE)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARBINARY,VARBINARY)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARBINARY,VARCHAR)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARCHAR,BIGINT)	VARCHAR	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARCHAR,BITMAP)	VARCHAR	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARCHAR,BOOLEAN)	VARCHAR	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARCHAR,DATE)	VARCHAR	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARCHAR,DATETIME)	VARCHAR	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARCHAR,DECIMAL128)	VARCHAR	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARCHAR,DECIMAL256)	VARCHAR	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARCHAR,DECIMAL32)	VARCHAR	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARCHAR,DECIMAL64)	VARCHAR	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARCHAR,DECIMALV2)	VARCHAR	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARCHAR,DOUBLE)	VARCHAR	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARCHAR,FLOAT)	VARCHAR	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARCHAR,HLL)	VARCHAR	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARCHAR,INT)	VARCHAR	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARCHAR,JSON)	VARCHAR	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARCHAR,LARGEINT)	VARCHAR	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARCHAR,PERCENTILE)	VARCHAR	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARCHAR,SMALLINT)	VARCHAR	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARCHAR,TIME)	VARCHAR	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARCHAR,TINYINT)	VARCHAR	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARCHAR,UNKNOWN_TYPE)	VARCHAR	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARCHAR,VARBINARY)	VARCHAR	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARCHAR,VARCHAR)	VARCHAR	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARIANT,BIGINT)	VARIANT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARIANT,BITMAP)	VARIANT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARIANT,BOOLEAN)	VARIANT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARIANT,DATE)	VARIANT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARIANT,DATETIME)	VARIANT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARIANT,DECIMAL128)	VARIANT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARIANT,DECIMAL256)	VARIANT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARIANT,DECIMAL32)	VARIANT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARIANT,DECIMAL64)	VARIANT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARIANT,DECIMALV2)	VARIANT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARIANT,DOUBLE)	VARIANT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARIANT,FLOAT)	VARIANT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARIANT,HLL)	VARIANT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARIANT,INT)	VARIANT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARIANT,JSON)	VARIANT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARIANT,LARGEINT)	VARIANT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARIANT,PERCENTILE)	VARIANT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARIANT,SMALLINT)	VARIANT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARIANT,TIME)	VARIANT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARIANT,TINYINT)	VARIANT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARIANT,UNKNOWN_TYPE)	VARIANT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARIANT,VARBINARY)	VARIANT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by(VARIANT,VARCHAR)	VARIANT	Aggregate	VARBINARY	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(BIGINT,BIGINT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(BIGINT,BOOLEAN)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(BIGINT,DATE)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(BIGINT,DATETIME)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(BIGINT,DECIMAL128)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(BIGINT,DECIMAL256)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(BIGINT,DECIMAL32)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(BIGINT,DECIMAL64)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(BIGINT,DOUBLE)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(BIGINT,FLOAT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(BIGINT,INT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(BIGINT,LARGEINT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(BIGINT,SMALLINT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(BIGINT,TINYINT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(BIGINT,VARCHAR)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(BOOLEAN,BIGINT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(BOOLEAN,BOOLEAN)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(BOOLEAN,DATE)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(BOOLEAN,DATETIME)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(BOOLEAN,DECIMAL128)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(BOOLEAN,DECIMAL256)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(BOOLEAN,DECIMAL32)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(BOOLEAN,DECIMAL64)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(BOOLEAN,DOUBLE)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(BOOLEAN,FLOAT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(BOOLEAN,INT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(BOOLEAN,LARGEINT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(BOOLEAN,SMALLINT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(BOOLEAN,TINYINT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(BOOLEAN,VARCHAR)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(DATE,BIGINT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(DATE,BOOLEAN)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(DATE,DATE)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(DATE,DATETIME)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(DATE,DECIMAL128)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(DATE,DECIMAL256)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(DATE,DECIMAL32)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(DATE,DECIMAL64)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(DATE,DOUBLE)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(DATE,FLOAT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(DATE,INT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(DATE,LARGEINT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(DATE,SMALLINT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(DATE,TINYINT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(DATE,VARCHAR)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(DATETIME,BIGINT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(DATETIME,BOOLEAN)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(DATETIME,DATE)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(DATETIME,DATETIME)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(DATETIME,DECIMAL128)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(DATETIME,DECIMAL256)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(DATETIME,DECIMAL32)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(DATETIME,DECIMAL64)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(DATETIME,DOUBLE)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(DATETIME,FLOAT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(DATETIME,INT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(DATETIME,LARGEINT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(DATETIME,SMALLINT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(DATETIME,TINYINT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(DATETIME,VARCHAR)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(DECIMAL128,BIGINT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(DECIMAL128,BOOLEAN)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(DECIMAL128,DATE)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(DECIMAL128,DATETIME)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(DECIMAL128,DECIMAL128)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(DECIMAL128,DECIMAL256)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(DECIMAL128,DECIMAL32)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(DECIMAL128,DECIMAL64)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(DECIMAL128,DOUBLE)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(DECIMAL128,FLOAT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(DECIMAL128,INT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(DECIMAL128,LARGEINT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(DECIMAL128,SMALLINT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(DECIMAL128,TINYINT)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
max_by_combine(DECIMAL128,VARCHAR)	VARBINARY	Aggregate	NULL	{"fid":"0","symbol":"","file":"","isolation":"isolated","type":"BUILTIN","md5":""}
